"Codigo Legem";"Atividade";"Comentarios";"vara"
"195847";"ALVARÁ LEVANTADO";"ALVARÁ LEVANTADO PELA PARTE AUTORA";"13º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"100213";"EXECUÇÃO/ CUMPRIMENTO DE SENTENÇA - RÉU";"Aguardando liberação  de alvará para parte autora";"5º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"155670";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"RI DA PARTE AUTORA";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"281827";"SENTENÇA PARCIALMENTE PROCEDENTE";"Nenhuma descrição.";"3º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"170006";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"REMETIDOS OS AUTOS PARA TJPB EM 09/04/2015";"4ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"247627";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência de instrução e julgamento para";"10º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - E"
"241686";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando Julgamento do Recurso Inominado Interpo";"3º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"199986";"CONTESTAÇÃO APRESENTADA";"INTIMADO O AUTOR PARA APRESENTAR RÉPLICA À CONTEST";"11ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"47784";"CONTESTAÇÃO APRESENTADA";"SENTENÇA AINDA NÃO PROFERIDA";"13a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"315267";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência UNA - PE para o dia 07/05/2015";"14o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"298130";"CONTESTAÇÃO APRESENTADA";"INTIMAÇÃO PARA A RÉPLICA.";"25ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"308646";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Remarcação Audiência UNA - PE para o dia";"1o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"305346";"SENTENÇA - CONCLUSOS PARA";"Audiência realizada em 03/11/2014. Aguardando sent";"18o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - E"
"132287";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"";"17º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"278626";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"9º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"154388";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"4º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"300106";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência de Instrução e Julgamento -AL ";"10º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - E"
"118569";"SENTENÇA PARCIALMENTE PROCEDENTE";"aguardando cumprimento";"1o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"247391";"TRÂNSITO EM JULGADO";"Nenhuma descrição.";"6º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"268666";"SENTENÇA - CONCLUSOS PARA";"AUTOS CONCLUSOS AGUARDANDO DECISÃO EM 31.03.2015.";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"261746";"SENTENÇA - CONCLUSOS PARA";"RÉPLICA APRESENTADA. AUTOS AGUARDANDO SENTENÇA.";"9ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"316067";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência UNA - PE para o dia 11/01/2016";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"201167";"TRÂNSITO EM JULGADO";"ACORDO MUTIRÃO (HOMOLOGAÇÃO) - TRANSITO/ARQUIVAMEN";"1a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"140146";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DO RECURSO";"6º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"254452";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando Julgamento do Recurso Inominado Interpo";"5º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"282246";"TRÂNSITO EM JULGADO";"AGUARDANDO TRÂNSITO.
ARQUIVADO PROVISORIAMENTE.";"12º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"119306";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"aguardando transito";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"272146";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Nenhuma descrição.";"9º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"154348";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO";"3º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"227070";"CONTESTAÇÃO APRESENTADA";"DESPACHO DETERMINANDO DESIGNAÇÃO DE AUDIÊNCIA.";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"188675";"CONTESTAÇÃO APRESENTADA";"CONSULTA IMPOSSIBILITADA 

TJ FORA DO AR";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"135347";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AUTOS REMETIDOS À DIRETORIA CÍVEL. AGUARDANDO JULG";"4ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"207166";"TRÂNSITO EM JULGADO";"ACORDO MUTIRÃO (HOMOLOGAÇÃO) - TRANSITO/ARQUIVAMEN";"1ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"145767";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"305326";"SENTENÇA - CONCLUSOS PARA";"Audiência realizada. aguardando sentença.";"10º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - E"
"176830";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando julgamento do recurso.";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"147226";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"ARQUIVAMENTO FATURADO EM ABRIL/2015.
LEGEM ATUALI";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"174115";"SENTENÇA PROCEDENTE";"Sentença com julgamento de Mérito";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"125466";"CONTESTAÇÃO APRESENTADA";"Contestação Protocolada em 28/01/2015.";"2o JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"125466";"SENTENÇA - CONCLUSOS PARA";"Aguardando sentença.";"2o JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"315349";"CONTESTAÇÃO APRESENTADA";"AUDIÊNCIA REALIZADA.

SEM ACORDO. RECLAMAÇÃO ARQ";"- PROCON - MUNICIPAL"
"283146";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"182687";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"Vistos, etc.,
1. Diante do fato narrado no Termo ";"21o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"231407";"TRÂNSITO EM JULGADO";"AGUARDANDO TRANSITO";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"248406";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"9º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"146208";"SENTENÇA PARCIALMENTE PROCEDENTE";"SENTENÇA PARCIALMENTE PROCEDENTE PROFERIDA EM 24/0";"6ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"170268";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Recebo o presente recurso, vez que interposto temp";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"149986";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"189607";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando Julgamento do Recurso Administrativo.";"- PROCON - ESTADUAL"
"125972";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"234526";"SENTENÇA PARCIALMENTE PROCEDENTE";"Ato contínuo, proferida sentença parcialmente proc";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"313727";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência UNA - PE para o dia 20/07/2015";"2o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"135847";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"22348";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"";"- PROCON - ESTADUAL"
"178814";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"AUDIÊNCIA DE INSTRUÇÃO E JULGAMENTO DESIGNADA PARA";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"241406";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando Julgamento do Recurso Inominado.";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"175547";"TRÂNSITO EM JULGADO";"Certifico para os devidos fins de direito que a Se";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"58031";"CONTESTAÇÃO APRESENTADA";"SENTENÇA AINDA NÃO PROFERIDA";"12a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"251366";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DE RI";"3º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"60088";"EDcl - OPOSTOS PELO AUTOR/RÉU";"";"3º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"175746";"CONTESTAÇÃO APRESENTADA";"SENTENÇA AINDA NÃO PROFERIDA";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"168471";"SENTENÇA IMPROCEDENTE";"Nenhuma descrição.";"3º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"154546";"TRÂNSITO EM JULGADO";"AGUARDANDO TRÂNSITO.";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"165775";"RECLAMAÇÃO - STJ - REU";"Recebo a tempestiva reclamação, com fundamento no ";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"306746";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"Isso posto, diante da manifesta ausência de intere";"21o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"163267";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DO RECURSO. 


Certifico ";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"252646";"TRÂNSITO EM JULGADO";"Aguardando Trânsito.";"5º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"156648";"TRÂNSITO EM JULGADO";"AGUARDANDO TRÂNSITO";"- PROCON - ESTADUAL"
"178932";"SENTENÇA - CONCLUSOS PARA";"";"2o JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"215147";"TRÂNSITO EM JULGADO";"ACORDO MUTIRÃO (HOMOLOGAÇÃO) - TRANSITO/ARQUIVAMEN";"11ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"177068";"SENTENÇA PROCEDENTE";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"177068";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando julgamento de recurso.";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"155712";"SENTENÇA PROCEDENTE";"EMAIL ENVIADO SOLICITANDO PAGAMENTO";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"160226";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"Isto posto, pelo que dos autos consta e demais pri";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"310706";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Audiência não realizada em virtude de o sistema es";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"310706";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência UNA - PE para o dia 13/05/2015";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"178630";"CONTESTAÇÃO APRESENTADA";"AUTOS CONCLUSOS AGUARDANDO JULGAMENTO.";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"304546";"SENTENÇA - CONCLUSOS PARA";"CONCLUSOS AO MAGISTRADO P/ JULGAMENTO EM FEV/15.";"13a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"124106";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DO RECURSO";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"255266";"CONTESTAÇÃO APRESENTADA";"SENTENÇA AINDA NÃO PROFERIDA";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"225329";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"RI INTERPOSTO PELO AUTOR - AGUARDANDO JULGAMENTO";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"305507";"CONTESTAÇÃO APRESENTADA";"DESPACHO EM 16.04.15 - INTIMADO O AUTOR PARA APRES";"29a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"197346";"TRÂNSITO EM JULGADO";"Aguardando Trânsito";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"284326";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando Julgamento do Recurso Inominado do Réu.";"3º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"295309";"SENTENÇA - CONCLUSOS PARA";"RÉPLICA APRESENTADA. AUTOS CONCLUSOS AGUARDANDO SE";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"176368";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"302407";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência UNA - PE para o dia 28/04/2015";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"229647";"SENTENÇA - CONCLUSOS PARA";"Realizada audiência. Autos remetidos para Gerência";"- PROCON - ESTADUAL"
"201607";"CONTESTAÇÃO APRESENTADA";"Conclusão - Sentença em 24/10/2014";"3ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"225346";"SENTENÇA - CONCLUSOS PARA";"Realizada Audiência PROCON - AL. Autos Conclusos p";"- PROCON - ESTADUAL"
"314553";"SENTENÇA - CONCLUSOS PARA";"PROCESSO DEVOLVIDO DO CJUS. AUTOS CONCLUSOS AGUARD";"12a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"197149";"SENTENÇA - CONCLUSOS PARA";"CONCLUSOS PARA SENTENÇA";"6º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"119389";"CONTESTAÇÃO APRESENTADA";"Prazo p/Apresentar Defesa.";"2o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"171249";"TRÂNSITO EM JULGADO";"PROCESSO NÃO LOCALIZADO NO LEGEM";"8ª VARA CÍVEL"
"79758";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"";"9º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"180588";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Há Audiência de Instrução em aberto marcada para 1";"7º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"139346";"CONTESTAÇÃO APRESENTADA";"Apresentada contestação em 05/02/2015. Aguardar se";"2º JUIZADO ESPECIAL DE CAMPINA GRANDE"
"244467";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DE RECURSO INTERPOSTO PELA A";"14º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"301267";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência UNA - AL para o dia 26/10/2015";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"288886";"CONTESTAÇÃO APRESENTADA";"AUDIÊNCIA REALIZADA";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"154227";"TRÂNSITO EM JULGADO";"";"15º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"174531";"CONTESTAÇÃO APRESENTADA";"Prazo p/Apresentar Defesa 06/03/2015.";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"309626";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"AUDIÊNCIA DE INSTRUÇÃO DESIGNADA PARA DIA 11 de Ma";"7o JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"266286";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO RECURSO";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"249027";"SENTENÇA IMPROCEDENTE";"SENTENÇA IMPROCEDENTE";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"227046";"SENTENÇA - CONCLUSOS PARA";"AUTOS CONCLUSOS AGUARDANDO SENTENÇA.";"9ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"249126";"TRÂNSITO EM JULGADO";"SOLICITAÇÃO DE PAGAMENTO DE CONDENAÇÃO REALIZADA E";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"173730";"SENTENÇA - CONCLUSOS PARA";"CONCLUSOS PARA JULGAMENTO 18/06/2014";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"173730";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"06/02/2015	BAIXA DEFINITIVA 06/02/2015 08:03 TJERE";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"293291";"CONTESTAÇÃO APRESENTADA";"CONTESTAÇÃO APRESENTADA - AGUARDANDO SENTENÇA";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"204530";"PROCESSO ENCERRADO - ARQUIVADO EM DEFINITIVO";"ARQUIVADO";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"78748";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"";"9º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"170266";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Aguardando julgamento de recurso.";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"288986";"SENTENÇA IMPROCEDENTE";"Sentença em anexo";"12º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"105890";"TRÂNSITO EM JULGADO";"Aguardando Trânsito.";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"185388";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"A parte autora ajuizou a presente ação em face do ";"12º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"183250";"SENTENÇA IMPROCEDENTE";"";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"314207";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Redesignada Audiência UNA - PE para o dia 14/08/20";"18o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"299666";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência UNA - CE para o dia 04/11/2014";"11º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - E"
"33373";"CONTESTAÇÃO APRESENTADA";"SENTENÇA AINDA NÃO PROFERIDA";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"146846";"SENTENÇA IMPROCEDENTE";"";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"129509";"CONTESTAÇÃO APRESENTADA";"Contestação protocolada em 29/01/2015.";"2o JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"220526";"SENTENÇA - CONCLUSOS PARA";"AUTOS CONCLUSOS AGUARDANDO JULGAMENTO.";"23ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"154487";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"";"2º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"307128";"SENTENÇA - CONCLUSOS PARA";"Audiência realizada. Aguardando decisão.";"- PROCON - MUNICIPAL"
"310807";"TRÂNSITO EM JULGADO";"AGUARDANDO ARQUIVAMENTO";"- PROCON - MUNICIPAL"
"254726";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"AGUARDANDO INSTRUÇÃO E JULGAMENTO";"JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ESPEC"
"152346";"TRÂNSITO EM JULGADO";"Nenhuma descrição.";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"282046";"CONTESTAÇÃO APRESENTADA";"DESPACHO EM 09/03/2015 - INTIMADA O AUTOR PARA APR";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"310826";"CONTESTAÇÃO APRESENTADA";"AUDIÊNCIA REALIZADA";"- PROCON - MUNICIPAL"
"196391";"SENTENÇA PARCIALMENTE PROCEDENTE";"";"1º JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ES"
"224866";"SENTENÇA IMPROCEDENTE";"Ante o exposto, rejeito os pleitos indenizatórios ";"1º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"136971";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DO RECURSO";"3o VARA ÚNICA  - JUSTIÇA ESTADUAL - ESPECIAL"
"3406";"SENTENÇA - CONCLUSOS PARA";"PROCESSO AGUARDA JULGAMENTO.";"12a VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"267529";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"GUARDANDO JULGAMENTO DO RECURSO";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"292589";"TRÂNSITO EM JULGADO";"Aguardando Trânsito";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"171606";"TRÂNSITO EM JULGADO";"ACORDO MUTIRÃO (HOMOLOGAÇÃO) - TRANSITO/ARQUIVAMEN";"6ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"303026";"SENTENÇA - CONCLUSOS PARA";"Audiência realizada. Aguardando sentença.";"17º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"260947";"SENTENÇA - CONCLUSOS PARA";"Realizada Audiência UNA - PE. Designada data para ";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"232807";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DO RECURSO";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"307028";"SENTENÇA PARCIALMENTE PROCEDENTE";"";"24o JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSU"
"308707";"AUDIÊNCIA - AGUARDA REALIZAÇÃO";"Designada Audiência de Instrução e Julgamento para";"JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ESPEC"
"166967";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"Por todo o exposto, JULGO EXTINTO O FEITO SEM RESO";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"201588";"EDcl - OPOSTOS PELO AUTOR/RÉU";"EMBARGOS DE DECLARAÇÃO INTERPOSTOS TEMPESTIVAMENTE";"1ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"124569";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"Recurso Inominado da parte autora em anexo.";"JUIZADO ESPECIAL MISTO  - JUSTIÇA ESTADUAL - ESPEC"
"241847";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"AGUARDANDO JULGAMENTO DE RI";"VARA ÚNICA  - JUSTIÇA ESTADUAL - ESPECIAL"
"274206";"SENTENÇA - CONCLUSOS PARA";"Autos conclusos para sentença.";"JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUMO  "
"140946";"SENTENÇA - CONCLUSOS PARA";"";"1º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"181648";"SENTENÇA IMPROCEDENTE";"Diante do exposto, na forma do art. 269, I, do CPC";"4º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"154067";"EXTINÇÃO SEM RESOLUÇÃO DE MÉRITO";"";"2º JUIZADO ESPECIAL CIVEL E DAS RELAÇÕES DE CONSUM"
"245054";"APELAÇÃO/REC INOMINADO PELO AUTOR/RÉU";"SESSÃO DESIGNADA PARA O DIA 28/04/2015.";"2ª VARA CÍVEL  - JUSTIÇA ESTADUAL - COMUM"
"93668";"RECLAMAÇÃO - STJ - REU";"";"1º JUIZADO ESPECIAL CÍVEL  - JUSTIÇA ESTADUAL - ES"
"306270";"TRÂNSITO EM JULGADO";"Realizada Audiência PROCON - CE. Autos encaminhado";"- PROCON - ESTADUAL"
"213246";"TRÂNSITO EM JULGADO";"";"3º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
"106171";"SENTENÇA - CONCLUSOS PARA";"CONCLUSOS PARA SENTENÇA";"6º JUIZADO ESPECIAL CIVEL  - JUSTIÇA ESTADUAL - ES"
